"nflId","height","weight","birthDate","collegeName","position","displayName"
43383,6.5,261,1993-03-05 19:00:00,"Ohio State","TE","Nick Vannett"
43384,6.5,310,1992-08-18 20:00:00,"Michigan","G","Graham Glasgow"
43387,6.167,202,1993-11-18 19:00:00,"Boston College","FS","Justin Simmons"
43388,6.083,245,1993-11-05 19:00:00,"Wisconsin","ILB","Joe Schobert"
43395,5.917,199,1994-01-06 19:00:00,"Minnesota","FS","Eric Murray"
43396,6.083,200,1993-06-15 20:00:00,"Cincinnati","WR","Chris Moore"
43399,6.5,257,1992-12-31 19:00:00,"Western Kentucky","TE","Tyler Higbee"
43400,6.167,222,1993-05-09 20:00:00,"Southern Utah","SS","Miles Killebrew"
43404,6.333,232,1993-06-30 20:00:00,"Minnesota","ILB","De'Vondre Campbell"
43405,6.25,305,1994-11-01 19:00:00,"Texas","DT","Hassan Ridgeway"
43407,6,212,1993-08-03 20:00:00,"North Carolina State","SS","Juston Burris"
43409,6.333,300,1992-11-12 19:00:00,"Manitoba, Can.","DT","David Onyemata"
43411,6.083,328,1995-03-05 19:00:00,"Baylor","DT","Andrew Billings"
43413,6,200,1993-08-13 20:00:00,"Miami","SS","Deon Bush"
43415,6.083,203,1994-09-20 20:00:00,"Florida","WR","Demarcus Robinson"
43420,6.167,237,1994-01-08 19:00:00,"Stanford","ILB","Blake Martinez"
43424,6.167,238,1993-07-28 20:00:00,"Mississippi State","QB","Dak Prescott"
43426,6.5,296,1994-06-08 20:00:00,"Northwestern","DE","Dean Lowry"
43433,6.333,306,1993-04-26 20:00:00,"Missouri","C","Connor McGovern"
43435,6.25,261,1992-08-14 20:00:00,"Grand Valley State","OLB","Matt Judon"
43436,6.333,291,1993-03-30 19:00:00,"Maryland","DE","Quinton Jefferson"
43439,6,224,1994-11-01 19:00:00,"Indiana","RB","Jordan Howard"
43441,6.25,310,1994-01-10 19:00:00,"Temple","DT","Matt Ioannidis"
43444,6.5,298,1993-03-10 19:00:00,"North Dakota State","T","Joe Haeg"
43445,6,217,1994-02-01 19:00:00,"Arkansas","RB","Jonathan Williams"
43447,6.417,324,1992-02-05 19:00:00,"South Carolina","T","Brandon Shell"
43454,5.833,185,1994-02-28 19:00:00,"West Alabama","WR","Tyreek Hill"
43455,6.25,347,1994-06-30 20:00:00,"Clemson","NT","D.J. Reader"
43461,6.083,198,1994-10-06 20:00:00,"Colorado State","WR","Rashard Higgins"
43474,6,202,1993-04-12 20:00:00,"William &amp; Mary","FS","DeAndre Houston-Carson"
43478,5.917,196,1993-12-14 19:00:00,"Purdue","CB","Anthony Brown"
43484,6.417,314,1993-09-10 20:00:00,"San Jose State","G","Wes Schweitzer"
43487,6.167,234,1992-11-06 19:00:00,"Wisconsin","FB","Derek Watt"
43490,6.167,209,1992-09-04 20:00:00,"Arkansas","QB","Brandon Allen"
43495,6.083,189,1994-08-15 20:00:00,"Southern Mississippi","WR","Mike Thomas"
43496,6.333,235,1993-04-22 20:00:00,"Louisiana Tech","QB","Jeff Driskel"
43497,6.167,230,1994-05-15 20:00:00,"Eastern Illinois","ILB","Kamu Grugier-Hill"
43503,6,238,1994-04-21 20:00:00,"Houston","ILB","Elandon Roberts"
43508,6.083,194,1994-07-28 20:00:00,"Arizona","FS","Will Parks"
43510,6.333,305,1993-03-14 19:00:00,"Illinois","C","Ted Karras"
43522,6,191,1994-04-05 20:00:00,"Louisiana State","CB","Jalen Mills"
43525,6.083,223,1994-04-23 20:00:00,"Washington","RB","Dwayne Washington"
43533,6.333,215,1994-02-10 19:00:00,"Clemson","FS","Jayron Kearse"
43534,6,205,1993-06-01 20:00:00,"Illinois","SS","Clayton Fejedelem"
43537,6.25,300,1992-06-15 20:00:00,"Iowa","C","Austin Blythe"
43584,5.667,182,1994-08-07 20:00:00,"Holy Cross","WR","Kalif Raymond"
43586,6.417,322,1992-07-18 20:00:00,"Western Kentucky","T","George Fant"
43616,5.917,209,1992-07-14 20:00:00,"Notre Dame","FS","Matthias Farley"
43641,5.75,184,1994-03-08 19:00:00,"Mississippi","CB","Mike Hilton"
43694,6,340,1992-11-05 19:00:00,"Samford","NT","Michael Pierce"
43700,5.833,190,1993-09-19 20:00:00,"Auburn","CB","Jonathan Jones"
43722,5.833,195,1993-08-14 20:00:00,"Arkansas State","RB","J.D. McKissic"
43757,5.917,202,1992-10-27 19:00:00,"Connecticut","SS","Andrew Adams"
43780,6.25,294,1993-09-15 20:00:00,"Florida Atlantic","DT","Brandin Bryant"
43787,6.417,294,1993-07-22 20:00:00,"Texas-El Paso","DT","Roy Robertson-Harris"
43791,6.25,275,1994-09-11 20:00:00,"Colorado State-Pueblo","DE","Morgan Fox"
43797,6.25,228,1993-11-17 19:00:00,"Washington","OLB","Cory Littleton"
43808,6.25,190,1993-05-08 20:00:00,"Temple","WR","Robbie  Chosen"
43821,6.333,299,1992-09-09 20:00:00,"UCLA","C","Jake Brendel"
43845,6.25,230,1993-01-29 19:00:00,"California","TE","Stephen Anderson"
43938,6.083,318,1993-01-02 19:00:00,"Southern California","DT","Antwaun Woods"
43971,5.917,235,1993-07-21 20:00:00,"Augustana, S.D.","FB","C.J. Ham"
43986,6,190,1993-01-23 19:00:00,"South Carolina State","CB","Antonio Hamilton"
44003,6.083,207,1994-08-04 20:00:00,"Texas","WR","Marcus Johnson"
44009,6.25,240,1993-08-27 20:00:00,"Pittsburgh","TE","J.P. Holtz"
44068,6.25,313,1993-07-29 20:00:00,"Duke","G","Lucas Patrick"
44174,6.083,236,1993-02-21 19:00:00,"Texas Tech","ILB","Sam Eguavoen"
44792,6.417,267,1993-09-18 20:00:00,"Virginia Commonwealth","TE","Mo Alie-Cox"
44813,6.333,272,1995-12-28 19:00:00,"Texas A&amp;M","DE","Myles Garrett"
44814,6.167,215,1994-08-19 20:00:00,"North Carolina","QB","Mitchell Trubisky"
44815,6.167,280,1995-08-25 20:00:00,"Stanford","DT","Solomon Thomas"
44816,6,228,1995-01-17 19:00:00,"Louisiana State","RB","Leonard Fournette"
44817,6.25,209,1995-01-10 19:00:00,"Western Michigan","WR","Corey Davis"
44818,6.083,213,1995-10-16 20:00:00,"Louisiana State","SS","Jamal Adams"
44819,6.333,218,1994-10-03 20:00:00,"Clemson","WR","Mike Williams"
44820,5.917,205,1996-06-06 20:00:00,"Stanford","RB","Christian McCaffrey"
44822,6.25,230,1995-09-16 20:00:00,"Texas Tech","QB","Patrick Mahomes"
44823,6,192,1996-05-19 20:00:00,"Ohio State","CB","Marshon Lattimore"
44825,6.083,235,1994-09-21 20:00:00,"Temple","OLB","Haason Reddick"
44826,6.25,259,1996-06-24 20:00:00,"Tennessee","DE","Derek Barnett"
44827,6.083,212,1996-04-01 19:00:00,"Ohio State","FS","Malik Hooker"
44828,6,197,1996-07-07 20:00:00,"Alabama","CB","Marlon Humphrey"
44829,6.25,300,1995-01-15 19:00:00,"Alabama","DT","Jonathan Allen"
44830,5.917,185,1995-09-17 20:00:00,"Southern California","CB","Adoree' Jackson"
44831,6.5,250,1994-11-17 19:00:00,"Alabama","TE","O.J. Howard"
44832,6.417,300,1992-05-26 20:00:00,"Utah","T","Garett Bolles"
44834,6.25,250,1995-03-05 19:00:00,"Missouri","OLB","Charles Harris"
44835,6.25,240,1994-09-01 20:00:00,"Mississippi","TE","Evan Engram"
44837,5.917,213,1995-10-03 20:00:00,"Michigan","SS","Jabrill Peppers"
44838,6.167,265,1995-11-01 19:00:00,"UCLA","DE","Takkarist McKinley"
44841,6.333,246,1996-07-09 20:00:00,"Miami","TE","David Njoku"
44842,6.333,252,1994-10-10 20:00:00,"Wisconsin","OLB","T.J. Watt"
44844,6.5,314,1994-04-21 20:00:00,"Wisconsin","T","Ryan Ramczyk"
44846,6.5,320,1995-10-08 20:00:00,"Alabama","T","Cam Robinson"
44848,5.833,195,1996-01-09 19:00:00,"Washington","SS","Budda Baker"
44849,6.167,200,1995-03-29 19:00:00,"East Carolina","WR","Zay Jones"
44851,6,207,1993-03-08 19:00:00,"Florida","FS","Marcus Maye"
44852,5.917,195,1996-08-10 20:00:00,"Ohio State","WR","Curtis Samuel"
44853,5.833,210,1995-08-09 20:00:00,"Florida State","RB","Dalvin Cook"
44854,6.083,195,1996-09-07 20:00:00,"Utah","FS","Marcus Williams"
44855,6,181,1996-05-20 20:00:00,"Washington","CB","Sidney Jones"
44856,6.25,240,1994-06-24 20:00:00,"South Alabama","TE","Gerald Everett"
44858,6.167,193,1996-08-15 20:00:00,"Florida","CB","Quincy Wilson"
44859,6.25,240,1995-05-22 20:00:00,"Houston","OLB","Tyus Bowser"
44860,6.083,220,1996-07-23 20:00:00,"Oklahoma","RB","Joe Mixon"
44861,6.167,253,1994-08-11 20:00:00,"Alabama","OLB","Ryan Anderson"
44862,6,199,1995-08-25 20:00:00,"Texas A&amp;M","SS","Justin Evans"
44863,6.333,280,1994-09-29 20:00:00,"Florida State","DE","DeMarcus Walker"
44866,6.167,242,1995-11-16 19:00:00,"Ohio State","ILB","Raekwon McMillan"
44867,6.25,318,1994-02-27 19:00:00,"Alabama","DT","Dalvin Tomlinson"
44869,6.25,238,1994-12-01 19:00:00,"Vanderbilt","ILB","Zach Cunningham"
44870,6.5,320,1995-08-04 20:00:00,"Louisiana State","C","Ethan Pocic"
44871,6.583,289,1994-06-13 20:00:00,"Villanova","DE","Tanoh Kpassagnon"
44872,6,202,1995-05-23 20:00:00,"Colorado","CB","Chidobe Awuzie"
44873,6.167,220,1994-09-19 20:00:00,"North Carolina State","FS","Josh Jones"
44874,6.083,215,1996-11-21 19:00:00,"Southern California","WR","JuJu Smith-Schuster"
44875,6.417,320,1994-04-25 20:00:00,"Temple","T","Dion Dawkins"
44876,6.417,325,1994-03-17 19:00:00,"Western Michigan","T","Taylor Moton"
44877,6.25,305,1994-06-02 20:00:00,"North Carolina-Charlotte","DT","Larry Ogunjobi"
44878,6.167,195,1995-03-20 19:00:00,"Colorado","CB","Ahkello Witherspoon"
44879,5.833,215,1995-07-24 20:00:00,"Tennessee","RB","Alvin Kamara"
44880,6.25,264,1995-03-01 19:00:00,"Illinois","DE","Dawuane Smoot"
44881,6.167,208,1993-06-14 20:00:00,"Eastern Washington","WR","Cooper Kupp"
44882,6.25,303,1994-07-05 20:00:00,"Ohio State","C","Pat Elflein"
44886,6.417,300,1993-08-24 20:00:00,"Michigan","DE","Chris Wormley"
44887,6.083,230,1994-08-08 20:00:00,"Louisiana State","ILB","Duke Riley"
44888,6.25,240,1994-09-21 20:00:00,"Florida","ILB","Alex Anzalone"
44892,6.333,266,1994-03-17 19:00:00,"Ohio","DE","Tarell Basham"
44893,6,204,1994-04-08 20:00:00,"UCLA","CB","Fabian Moreau"
44896,6.083,209,1996-02-26 19:00:00,"Penn State","WR","Chris Godwin"
44898,5.917,216,1995-08-05 20:00:00,"Toledo","RB","Kareem Hunt"
44901,6.083,233,1996-04-23 20:00:00,"Texas","RB","D'Onta Foreman"
44902,6,198,1995-07-19 20:00:00,"Central Florida","CB","Shaquill Griffin"
44903,6,209,1995-12-18 19:00:00,"Boston College","FS","John Johnson"
44904,5.833,195,1995-08-30 20:00:00,"Michigan","CB","Jourdan Lewis"
44905,6.333,304,1995-07-23 20:00:00,"Auburn","NT","Montravius Adams"
44906,5.917,188,1995-02-26 19:00:00,"Tennessee","CB","Cameron Sutton"
44908,6.333,213,1993-11-02 19:00:00,"Northern Illinois","WR","Kenny Golladay"
44911,6.167,209,1995-08-28 20:00:00,"West Virginia","CB","Rasul Douglas"
44912,6.25,248,1995-08-21 20:00:00,"Florida International","TE","Jonnu Smith"
44915,6.333,270,1994-12-04 19:00:00,"Florida Atlantic","DE","Trey Hendrickson"
44917,6.083,233,1995-05-04 20:00:00,"Pittsburgh","RB","James Conner"
44922,6.25,316,1994-07-11 20:00:00,"Iowa","DT","Jaleel Johnson"
44925,6,202,1993-12-09 19:00:00,"Alabama","SS","Eddie Jackson"
44926,6.083,220,1994-01-24 19:00:00,"Miami","SS","Rayshawn Jenkins"
44927,5.917,240,1995-09-15 20:00:00,"Oklahoma","RB","Samaje Perine"
44929,6.167,265,1995-06-28 20:00:00,"Auburn","DE","Carl Lawson"
44930,6.25,196,1995-02-15 19:00:00,"Texas A&amp;M","WR","Josh Reynolds"
44931,6.333,221,1993-09-15 20:00:00,"North Carolina","WR","Mack Hollins"
44937,6,233,1995-01-30 19:00:00,"Tennessee","OLB","Jalen Reeves-Maybin"
44938,6.25,245,1995-05-08 20:00:00,"Eastern Washington","DE","Samson Ebukam"
44944,6.417,275,1994-07-25 20:00:00,"Arkansas","DE","Deatrich Wise"
44947,6,213,1995-04-02 20:00:00,"Brigham Young","RB","Jamaal Williams"
44949,6.333,284,1995-03-27 19:00:00,"Oregon State","C","Sean Harlow"
44955,6.25,297,1993-12-04 19:00:00,"Clemson","DE","Carlos Watkins"
44957,6.333,315,1993-10-19 20:00:00,"Albany State, Ga.","DT","Grover Stewart"
44959,6.333,250,1993-10-08 20:00:00,"Iowa","TE","George Kittle"
44964,5.833,201,1994-12-13 19:00:00,"Iowa","CB","Desmond King"
44968,6,226,1995-02-25 19:00:00,"UCLA","OLB","Jayon Brown"
44972,6.333,335,1994-12-12 19:00:00,"Texas A&amp;M","G","Jermaine Eluemunor"
44974,6.083,230,1995-08-07 20:00:00,"Northwestern","MLB","Anthony Walker"
44976,6,223,1994-07-27 20:00:00,"Boston College","OLB","Matt Milano"
44978,5.833,190,1995-04-02 20:00:00,"San Diego","WR","Jamal Agnew"
44985,5.667,173,1995-04-08 20:00:00,"Georgia","WR","Isaiah McKenzie"
44987,6.417,253,1994-04-30 20:00:00,"Drake","TE","Eric Saubert"
44990,5.667,181,1994-04-29 20:00:00,"Louisiana Tech","WR","Trent Taylor"
44991,6.25,311,1994-11-10 19:00:00,"Louisiana State","NT","Davon Godchaux"
44995,5.75,208,1994-12-01 19:00:00,"Texas-El Paso","RB","Aaron Jones"
44999,6,205,1995-04-18 20:00:00,"Virginia Tech","SS","Chuck Clark"
45004,5.917,202,1995-07-25 20:00:00,"Louisiana Tech","FS","Xavier Woods"
45005,6.167,255,1994-05-16 20:00:00,"West Georgia","RB","Alex Armah"
45008,6.083,228,1994-12-15 19:00:00,"Boise State","ILB","Tanner Vallejo"
45009,6.333,250,1995-03-27 19:00:00,"Miami","DE","Al-Quadin Muhammad"
45011,6,321,1995-01-18 19:00:00,"Mississippi","DT","D.J. Jones"
45012,6.333,312,1993-08-22 20:00:00,"Wyoming","C","Chase Roullier"
45021,6,204,1994-10-31 19:00:00,"Auburn","SS","Rudy Ford"
45024,6.667,305,1992-10-18 20:00:00,"UCLA","T","Conor McDermott"
45030,6.333,307,1994-08-11 20:00:00,"Chattanooga","C","Corey Levin"
45033,6.25,258,1994-04-07 20:00:00,"Northwestern","DE","Ifeadi Odenigbo"
45038,6.333,280,1995-04-21 20:00:00,"Notre Dame","DE","Isaac Rochell"
45045,6.167,229,1996-02-07 19:00:00,"Kansas State","OLB","Elijah Lee"
45052,6.167,225,1996-01-05 19:00:00,"Ohio State","WR","Noah Brown"
45056,6.417,320,1994-03-03 19:00:00,"Baylor","G","Kyle Fuller"
45063,6.333,270,1993-10-31 19:00:00,"Eastern Michigan","DE","Pat O'Connor"
45064,6.417,252,1993-11-03 19:00:00,"Buffalo","TE","Mason Schreck"
45069,6.417,260,1994-01-26 19:00:00,"San Diego State","C","Daniel Brunskill"
45094,6.333,232,1994-11-22 19:00:00,"Oregon","TE","Johnny Mundt"
45102,6.167,214,1994-12-17 19:00:00,"Old Dominion","WR","Zach Pascal"
45159,5.917,212,1995-02-25 19:00:00,"Temple","QB","Phillip Walker"
45185,6.083,203,1995-08-03 20:00:00,"Eastern Washington","WR","Kendrick Bourne"
45186,5.833,190,1995-02-27 19:00:00,"Georgia Southern","RB","Matt Breida"
45198,6.083,210,1995-03-20 19:00:00,"Southern Mississippi","QB","Nick Mullens"
45203,6.417,250,1995-02-17 19:00:00,"Louisiana State","DE","Tashawn Bower"
45215,6.083,230,1994-09-25 20:00:00,"Cincinnati","OLB","Eric Wilson"
45217,6.25,248,1995-09-04 20:00:00,"Nebraska","TE","Cethan Carter"
45226,6.25,345,1994-05-01 20:00:00,"Colorado","NT","Josh Tupou"
45244,6.167,221,1990-08-22 20:00:00,"Brigham Young","TE","Taysom Hill"
45268,6.25,311,1994-05-26 20:00:00,"Maine","FB","Patrick Ricard"
45280,6.333,209,1993-11-17 19:00:00,"Arkansas","WR","Cody Hollister"
45281,6.333,245,1993-11-17 19:00:00,"Wyoming","TE","Jacob Hollister"
45287,5.75,190,1995-08-22 20:00:00,"Valdosta State","CB","Kenny Moore"
45339,6.5,258,1994-05-03 20:00:00,"Oregon","TE","Pharaoh Brown"
45345,6,225,1995-07-09 20:00:00,"Greenville","OLB","Nicholas Morrow"
45352,6,240,1994-01-09 19:00:00,"Villanova","ILB","Austin Calitro"
45355,6.167,246,1995-02-18 19:00:00,"Harvard","TE","Anthony Firkser"
45369,6.333,210,1995-08-13 20:00:00,"Hawaii","WR","Marcus Kemp"
45395,5.833,190,1993-07-12 20:00:00,"Memphis","CB","Arthur Maulet"
45507,6.083,193,1994-12-17 19:00:00,"Wyoming","WR","Tanner Gentry"
45533,6,231,1994-02-20 19:00:00,"Northwestern","ILB","Joseph Jones"
45536,6.25,225,1993-11-20 19:00:00,"Central Michigan","QB","Cooper Rush"
45550,6.5,329,1995-02-09 19:00:00,"Massachusetts","T","Elijah Wilkinson"
45555,6.083,194,1993-04-19 20:00:00,"Kentucky Wesleyan","WR","Keelan Cole"
45571,6.167,196,1995-01-05 19:00:00,"Brigham Young","CB","Michael Davis"
45573,5.833,200,1995-05-16 20:00:00,"Western State, Colo.","RB","Austin Ekeler"
45630,6.583,317,1994-05-15 20:00:00,"Toledo","T","Storm Norton"
45635,6.417,237,1994-04-29 20:00:00,"Indiana State","TE","Robert Tonyan"
45643,6,237,1994-05-18 20:00:00,"Missouri State","ILB","Dylan Cole"
45695,6.5,309,1994-08-18 20:00:00,"Eastern Michigan","G","Andrew Wylie"
45719,5.833,205,1994-05-03 20:00:00,"Wisconsin","RB","Dare Ogunbowale"
45721,6.75,325,1994-09-19 20:00:00,"Arkansas","T","Dan Skipper"
45785,6.5,220,1995-03-14 19:00:00,"Wisconsin-Platteville","TE","Dan Arnold"
45798,6.417,307,1994-08-27 20:00:00,"Maryland","G","Michael Dunn"
45900,6,200,1994-10-31 19:00:00,"Washington State","WR","River Cracraft"
46070,6.083,215,1995-04-13 20:00:00,"Oklahoma","QB","Baker Mayfield"
46071,5.917,233,1997-02-08 19:00:00,"Penn State","RB","Saquon Barkley"
46073,5.917,191,1997-04-27 20:00:00,"Ohio State","CB","Denzel Ward"
46074,6.333,275,1996-06-23 20:00:00,"North Carolina State","OLB","Bradley Chubb"
46075,6.417,330,1996-03-18 19:00:00,"Notre Dame","G","Quenton Nelson"
46076,6.417,237,1996-05-20 20:00:00,"Wyoming","QB","Josh Allen"
46077,6,230,1997-04-07 20:00:00,"Georgia","ILB","Roquan Smith"
46078,6.667,315,1995-01-11 19:00:00,"Notre Dame","T","Mike McGlinchey"
46080,6.083,207,1996-11-16 19:00:00,"Alabama","FS","Minkah Fitzpatrick"
46081,6.333,347,1995-02-04 19:00:00,"Washington","NT","Vita Vea"
46082,6.25,320,1997-05-26 20:00:00,"Alabama","DT","Daron Payne"
46083,6.5,265,1996-09-03 20:00:00,"Texas-San Antonio","DE","Marcus Davenport"
46084,6.667,325,1995-10-08 20:00:00,"UCLA","T","Kolton Miller"
46085,6.417,250,1998-05-01 20:00:00,"Virginia Tech","ILB","Tremaine Edmunds"
46086,6.167,215,1996-08-02 20:00:00,"Florida State","FS","Derwin James"
46087,5.833,196,1997-02-08 19:00:00,"Louisville","CB","Jaire Alexander"
46088,6.333,256,1996-02-07 19:00:00,"Boise State","OLB","Leighton Vander Esch"
46089,6.417,311,1996-05-16 20:00:00,"Arkansas","C","Frank Ragnow"
46090,6.333,312,1994-10-10 20:00:00,"Ohio State","C","Billy Price"
46091,6.167,234,1995-11-07 19:00:00,"Alabama","ILB","Rashaan Evans"
46092,6.167,310,1995-12-08 19:00:00,"Georgia","T","Isaiah Wynn"
46093,5.917,215,1997-04-13 20:00:00,"Maryland","WR","D.J. Moore"
46094,6.333,245,1993-08-23 20:00:00,"South Carolina","TE","Hayden Hurst"
46096,5.917,220,1996-02-01 19:00:00,"San Diego State","RB","Rashaad Penny"
46097,6.083,217,1997-01-19 19:00:00,"Virginia Tech","SS","Terrell Edmunds"
46098,6.333,291,1996-03-10 19:00:00,"Florida","DT","Taven Bryan"
46099,5.833,191,1997-02-10 19:00:00,"Central Florida","CB","Mike Hughes"
46100,5.917,215,1995-02-16 19:00:00,"Georgia","RB","Sony Michel"
46101,6.167,212,1997-01-06 19:00:00,"Louisville","QB","Lamar Jackson"
46102,6.333,305,1995-09-04 20:00:00,"Nevada","G","Austin Corbett"
46103,6.167,327,1995-09-01 20:00:00,"Texas-El Paso","G","Will Hernandez"
46104,5.917,225,1995-12-26 19:00:00,"Georgia","RB","Nick Chubb"
46105,6.167,230,1995-07-26 20:00:00,"South Carolina State","MLB","Shaquille Leonard"
46106,6.5,315,1996-03-24 19:00:00,"Auburn","T","Braden Smith"
46108,6.25,305,1997-09-12 20:00:00,"Iowa","G","James Daniels"
46109,6.333,216,1995-10-09 20:00:00,"Southern Methodist","WR","Courtland Sutton"
46111,6.5,252,1995-10-02 20:00:00,"Penn State","TE","Mike Gesicki"
46113,6.083,195,1995-10-22 20:00:00,"Washington","WR","Dante Pettis"
46114,6,196,1996-04-02 19:00:00,"Iowa","CB","Josh Jackson"
46116,5.917,200,1996-11-17 19:00:00,"Texas A&amp;M","WR","Christian Kirk"
46117,6.167,251,1996-12-27 19:00:00,"Southern California","OLB","Uchenna Nwosu"
46118,6.417,256,1995-01-02 19:00:00,"South Dakota State","TE","Dallas Goedert"
46119,6.417,298,1997-05-11 20:00:00,"Texas","G","Connor Williams"
46121,6.417,248,1995-07-10 20:00:00,"Rutgers","DE","Kemoko Turay"
46122,5.917,205,1995-09-15 20:00:00,"North Carolina","SS","M.J. Stewart"
46123,6.083,200,1997-02-25 19:00:00,"Wake Forest","FS","Jessie Bates"
46124,5.833,180,1995-11-07 19:00:00,"Louisiana State","CB","Donte Jackson"
46127,6,210,1996-09-29 20:00:00,"Colorado","CB","Isaiah Oliver"
46130,6.333,198,1996-09-22 20:00:00,"Louisiana State","WR","D.J. Chark"
46131,6.583,297,1995-09-14 20:00:00,"Pittsburgh","T","Brian O'Neill"
46132,6.083,206,1996-12-30 19:00:00,"Auburn","CB","Carlton Davis"
46133,6.25,277,1995-01-29 19:00:00,"Ohio State","DE","Tyquan Lewis"
46135,6.417,250,1995-12-09 19:00:00,"Georgia","OLB","Lorenzo Carter"
46137,6.083,204,1997-02-14 19:00:00,"Stanford","SS","Justin Reid"
46138,6.25,311,1995-04-19 20:00:00,"North Carolina State","DT","B.J. Hill"
46139,6.25,236,1996-11-18 19:00:00,"Brigham Young","ILB","Fred Warner"
46141,6.333,315,1993-10-08 20:00:00,"Fort Hays State","DT","Nathan Shepherd"
46142,6.167,225,1996-12-24 19:00:00,"Ohio State","ILB","Jerome Baker"
46143,6.5,315,1996-09-09 20:00:00,"Louisville","T","Geron Christian"
46144,6.083,310,1996-05-08 20:00:00,"Florida State","DT","Derrick Nnadi"
46146,6.417,265,1995-06-28 20:00:00,"Ohio State","DE","Sam Hubbard"
46148,6.333,279,1997-05-14 20:00:00,"Southern California","DE","Rasheem Green"
46150,6.083,200,1996-03-03 19:00:00,"Colorado State","WR","Michael Gallup"
46151,6.083,210,1995-01-31 19:00:00,"Louisiana-Lafayette","FS","Tracy Walker"
46152,6.667,345,1996-05-01 20:00:00,"Oklahoma","T","Orlando Brown"
46153,6.25,309,1996-08-27 20:00:00,"North Carolina State","DT","Justin Jones"
46155,6.417,255,1995-09-05 20:00:00,"Oklahoma","TE","Mark Andrews"
46156,6.417,240,1996-05-02 20:00:00,"Louisiana State","OLB","Arden Key"
46157,6.25,233,1995-03-20 19:00:00,"Vanderbilt","OLB","Oren Burks"
46158,6.417,321,1995-06-18 20:00:00,"Texas Christian","T","Joseph Noteboom"
46159,6.083,305,1994-07-21 20:00:00,"South Florida","DT","Deadrin Senat"
46160,6.167,210,1996-01-06 19:00:00,"Central Florida","WR","Tre'Quan Smith"
46161,6.5,320,1997-08-07 20:00:00,"Western Michigan","T","Chukwuma Okorafor"
46162,6.25,214,1997-04-17 20:00:00,"Alabama","SS","Ronnie Harrison"
46163,6.5,305,1995-01-26 19:00:00,"Humboldt State","G","Alex Cappa"
46164,6.167,200,1996-08-15 20:00:00,"Southern Mississippi","SS","Tarvarius Moore"
46165,6.25,307,1996-01-24 19:00:00,"Stanford","DT","Harrison Phillips"
46166,6.417,292,1996-03-27 19:00:00,"Michigan","C","Mason Cole"
46167,6.333,243,1992-04-18 20:00:00,"Central Florida","TE","Jordan Akins"
46168,6.083,190,1996-02-19 19:00:00,"Boston College","CB","Isaac Yiadom"
46170,6.25,260,1996-06-05 20:00:00,"Indiana","TE","Ian Thomas"
46173,5.75,198,1996-11-11 19:00:00,"North Carolina State","RB","Nyheim Hines"
46175,6.083,236,1994-12-24 19:00:00,"Iowa","ILB","Josey Jewell"
46180,6.167,302,1995-10-10 20:00:00,"Michigan State","C","Brian Allen"
46183,6.25,297,1995-11-13 19:00:00,"Alabama","DE","Da'Shawn Hand"
46185,6.333,255,1997-06-09 20:00:00,"Kansas","DE","Dorance Armstrong"
46186,5.833,198,1997-03-17 19:00:00,"Pittsburgh","SS","Jordan Whitehead"
46187,5.917,178,1994-11-29 19:00:00,"Alabama","CB","Anthony Averett"
46188,6.167,216,1996-03-23 19:00:00,"West Virginia","ILB","Kyzir White"
46189,6.333,267,1996-07-07 20:00:00,"Washington","TE","Will Dissly"
46190,5.917,192,1996-07-26 20:00:00,"Weber State","CB","Taron Johnson"
46192,6.5,260,1995-08-08 20:00:00,"Notre Dame","TE","Durham Smythe"
46194,5.75,184,1996-03-30 19:00:00,"Pittsburgh","CB","Avonte Maddox"
46197,6.167,287,1996-05-07 20:00:00,"North Carolina State","DT","Kentavius Street"
46199,6.417,253,1997-03-28 19:00:00,"Florida State","DE","Josh Sweat"
46203,5.75,210,1996-04-12 20:00:00,"Fordham","RB","Chase Edmonds"
46204,6.333,288,1996-09-25 20:00:00,"Stephen F. Austin","DE","John Franklin-Myers"
46205,6.167,235,1993-12-15 19:00:00,"Mississippi","OLB","Marquis Haynes"
46206,6.417,242,1996-07-10 20:00:00,"Stanford","TE","Dalton Schultz"
46211,5.75,188,1996-11-10 19:00:00,"Kansas State","CB","D.J. Reed"
46212,6.167,255,1996-08-23 20:00:00,"Purdue","ILB","Ja'Whaun Bentley"
46213,6.25,215,1996-04-03 19:00:00,"Pennsylvania","WR","Justin Watson"
46214,6.25,313,1996-09-13 20:00:00,"Delaware","DT","Bilal Nichols"
46215,6.25,203,1995-06-01 20:00:00,"Oklahoma State","CB","Tre Flowers"
46219,6,250,1995-04-25 20:00:00,"Memphis","DE","Genard Avery"
46223,6,205,1994-08-03 20:00:00,"Jacksonville State","CB","Siran Neal"
46224,6.25,310,1995-03-22 19:00:00,"UCLA","C","Scott Quessenberry"
46226,6.25,254,1995-07-29 20:00:00,"Central Michigan","TE","Tyler Conklin"
46229,6.083,253,1995-04-23 20:00:00,"Oklahoma","DE","Ogbonnia Okoronkwo"
46232,6.25,308,1997-07-10 20:00:00,"Virginia Tech","DT","Tim Settle"
46235,6.333,315,1994-11-20 19:00:00,"Virginia Tech","G","Wyatt Teller"
46238,6.083,217,1994-07-17 20:00:00,"Mississippi","RB","Jordan Wilkins"
